House_Age,Years_Since_Remod,Was_Remodeled,Garage_Age,Is_New_House,Total_Living_Area,Total_Area_Including_Garage,Basement_Ratio,Garage_Ratio,First_Second_Ratio,Area_Per_Room,Building_Density,Total_Full_Baths,Total_Half_Baths,Total_Bathrooms,Bath_Bedroom_Ratio,Has_Multiple_Baths,Total_Rooms_Baths,Has_Pool,Has_Fireplace,Has_Garage,Has_Basement,Has_Deck_Porch,Total_Outdoor_SF,Has_Large_Garage,Luxury_Score,Total_Quality_Score,Avg_Quality_Score,Is_High_Quality,Is_Excellent_Quality,Quality_Condition_Score,Is_Single_Family,Is_Two_Story,Is_One_Story,Is_Residential_Low_Density,Quality_x_Size,Premium_Neighborhood_x_Quality,New_x_Quality,Area_x_Bathrooms,Is_Normal_Sale,Is_Partial_Sale,Is_Abnormal_Sale,Is_Peak_Season
1,0,1,0.0,1,3100.0,3628.0,0.9993552546744036,0.3404255319148936,1550.0,258.3333333333333,0.2907522040892891,2.0,1.0,2.5,0.8333333333333334,1,7.5,0,0,1,1,1,102,0,1,12.0,4.0,1,1,13,0,0,1,0,12400,8.0,8,3875.0,0,1,0,1
34,34,0,34.0,0,2112.0,2552.0,1.0009469696969695,0.4166666666666667,1055.0,211.0,0.4625164401578255,2.0,1.0,2.5,0.8333333333333334,1,6.5,0,1,1,1,1,27,0,2,10.0,3.333333333333333,1,0,12,0,0,1,1,7385,0.0,0,2637.5,1,0,0,0
108,5,1,47.0,0,1363.0,1671.0,0.3398821218074656,0.3025540275049116,2.294498381877023,169.5,0.1112204724409448,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,139,0,1,9.0,3.0,0,0,12,1,0,1,0,5085,0.0,0,1017.0,1,0,0,1
71,56,1,67.0,0,1032.0,1292.0,0.0,0.2516940948693126,1032.0,147.42857142857142,0.125075748394134,1.0,0.0,1.0,0.3333333333333333,0,7.0,0,1,1,0,1,121,0,2,6.0,2.0,0,0,12,1,0,1,1,5160,0.0,0,1032.0,1,0,0,1
9,9,0,9.0,0,3046.0,3436.0,0.4827250608272506,0.1897810218978102,0.989351403678606,256.75,0.1680163599182004,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,72,0,3,12.0,4.0,0,0,11,1,1,0,1,12324,0.0,0,7189.0,1,0,0,1
76,56,1,76.0,0,1968.0,2276.0,0.998984771573604,0.3126903553299492,984.0,140.57142857142858,0.1366476878211359,1.0,0.0,1.0,0.25,0,7.0,0,0,1,1,1,164,0,1,9.0,3.0,0,0,12,1,0,1,0,5904,0.0,0,984.0,0,0,0,0
41,41,0,41.0,0,1968.0,2278.0,0.998984771573604,0.3147208121827411,984.0,164.0,0.1057041572671608,1.0,0.0,1.0,0.25,0,6.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,1,0,1,1,4920,0.0,0,984.0,1,0,0,1
80,56,1,56.0,0,2146.0,2652.0,0.6695178849144634,0.3934681181959564,2.0258823529411765,183.57142857142856,0.1835452078274532,1.0,1.0,1.5,0.375,0,7.5,0,0,1,1,1,228,0,1,9.0,3.0,0,0,13,1,0,1,0,7710,0.0,0,1927.5,1,0,0,1
22,22,0,22.0,0,2694.0,3190.0,0.5714285714285714,0.2892128279883382,1.3333333333333333,214.25,0.1644597965841489,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,450,0,2,10.0,3.333333333333333,1,0,12,1,1,0,1,11998,0.0,0,4285.0,1,0,0,0
7,7,0,7.0,0,3325.0,3827.0,0.9928100659077292,0.3007789095266627,1668.0,185.33333333333331,0.156825874388868,3.0,0.0,3.0,0.75,1,11.0,0,1,1,1,1,262,0,3,12.0,4.0,1,1,13,1,0,1,1,13344,0.0,0,5004.0,1,0,0,1
14,13,1,14.0,0,1858.0,2258.0,0.2603389830508474,0.2711864406779661,1.1982116244411327,184.25,0.1727816199742117,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,192,0,2,10.0,3.333333333333333,1,0,12,1,0,0,1,10318,0.0,0,3685.0,1,0,0,1
8,8,0,8.0,0,2432.0,2834.0,0.9991783073130648,0.3303204601479046,1216.0,202.66666666666663,0.2701621861808487,3.0,0.0,3.0,1.0,1,8.0,0,0,1,1,1,125,0,2,11.0,3.6666666666666665,0,0,11,0,0,1,0,7296,0.0,0,3648.0,1,0,0,1
57,2,1,57.0,0,2928.0,3227.0,0.4997439836149513,0.1530977982590886,0.9989764585465712,216.88888888888889,0.1995705960535732,1.0,1.0,1.5,0.3,0,9.5,0,1,1,1,1,501,0,2,10.0,3.333333333333333,1,0,16,1,1,0,0,13664,0.0,0,2928.0,1,0,0,0
43,43,0,43.0,0,2080.0,2464.0,0.999039385206532,0.3688760806916426,1040.0,173.33333333333334,0.0928488527810016,2.0,0.0,2.0,0.5,1,7.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,1,0,1,1,5200,0.0,0,2080.0,1,0,0,0
8,8,0,8.0,0,2728.0,3179.0,0.5220301171221416,0.2515337423312883,1.157641395908544,199.11111111111111,0.1746248294679399,3.0,1.0,3.5,0.875,1,11.5,0,1,1,1,0,0,0,2,10.0,3.333333333333333,0,0,11,1,1,0,1,10752,0.0,0,6272.0,1,0,0,1
1,0,1,1.0,1,3388.0,4244.0,0.9994100294985252,0.5050147492625369,1694.0,211.75,0.1432437003213258,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,112,1,3,13.0,4.333333333333333,1,1,13,1,0,1,1,13552,8.0,8,3388.0,0,1,0,1
2,1,1,2.0,0,3844.0,4520.0,0.999479979199168,0.3515340613624545,1922.0,213.55555555555557,0.1357536375194236,3.0,0.0,3.0,0.75,1,11.0,0,1,1,1,1,229,1,4,13.0,4.333333333333333,1,1,14,1,0,1,1,17298,9.0,0,5766.0,1,0,0,1
31,31,0,31.0,0,2352.0,2792.0,0.5190445448676565,0.2840542285345384,1.0791946308724831,193.5,0.6704200952793417,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,48,0,3,11.0,3.6666666666666665,0,0,12,0,1,0,1,9288,0.0,0,5418.0,1,0,0,1
40,40,0,40.0,0,2008.0,2488.0,0.999004975124378,0.4776119402985074,1004.0,167.33333333333334,0.0893079523216509,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,1,1,1,0,0,0,1,9.0,3.0,0,0,13,1,0,1,1,6024,0.0,0,2008.0,1,0,0,0
1,1,0,1.0,1,2380.0,2990.0,0.490920475892298,0.3819661865998747,0.964329643296433,228.0,0.1712997746055597,2.0,1.0,2.5,0.625,1,8.5,0,0,1,1,1,189,0,1,12.0,4.0,1,0,12,1,1,0,1,11172,0.0,7,3990.0,1,0,0,1
7,6,1,7.0,0,2242.0,2682.0,0.999108734402852,0.392156862745098,1121.0,186.83333333333331,0.1311571311571311,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,0,1,1,1,196,0,1,10.0,3.333333333333333,0,0,9,1,0,1,0,4484,0.0,0,2242.0,1,0,0,0
22,22,0,22.0,0,2505.0,3033.0,1.0193392425463337,0.4254633360193392,1240.0,177.14285714285714,0.1200154858691444,2.0,1.0,2.5,0.625,1,8.5,0,0,1,1,1,232,0,1,11.0,3.6666666666666665,1,0,14,1,0,1,1,8680,7.0,0,3100.0,1,0,0,1
53,53,0,53.0,0,2363.0,2647.0,0.9219512195121952,0.2308943089430894,1229.0,175.57142857142858,0.0716994341053614,1.0,0.0,1.0,0.25,0,7.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,1,0,1,1,4916,0.0,0,1229.0,1,0,0,0
4,4,0,4.0,0,2228.0,2804.0,0.9991031390134528,0.5165919282511211,1114.0,159.14285714285714,0.0813376168224299,2.0,1.0,2.5,0.625,1,8.5,0,0,1,1,1,102,0,1,10.0,3.333333333333333,0,0,10,1,0,1,1,5570,0.0,0,2785.0,1,0,0,1
58,5,1,50.0,0,1382.0,1766.0,0.0,0.2776572668112798,1382.0,197.42857142857144,0.1171087196000339,2.0,0.0,2.0,1.0,1,8.0,0,1,1,0,1,40,0,2,6.0,2.0,0,0,11,1,0,0,0,5528,0.0,0,2764.0,1,0,0,1
1,0,1,1.0,1,4294.0,5346.0,0.5182043124779074,0.3718628490632732,1.0755685986793837,235.66666666666663,0.2837648003210917,4.0,0.0,4.0,0.8,1,15.0,0,1,1,1,1,269,1,4,13.0,4.333333333333333,1,1,13,1,1,0,1,22624,0.0,8,11312.0,0,1,0,0
16,15,1,16.0,0,2796.0,3338.0,0.9992852037169406,0.3874195854181558,1398.0,233.0,0.1948160535117057,3.0,0.0,3.0,1.0,1,8.0,0,0,1,1,1,46,0,2,12.0,4.0,0,0,11,0,0,1,1,8388,0.0,0,4194.0,1,0,0,1
40,40,0,40.0,0,1872.0,2256.0,0.9989327641408752,0.4098185699039487,936.0,187.2,0.0952574801546916,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,1,1,1,1,405,0,2,10.0,3.333333333333333,0,0,10,1,0,0,1,4680,0.0,0,1872.0,0,0,1,0
69,59,1,69.0,0,2036.0,2292.0,0.5561497326203209,0.1955691367456073,2.930930930930931,163.5,0.1362358087699198,2.0,1.0,2.5,0.8333333333333334,1,9.5,0,1,1,1,1,70,0,2,10.0,3.333333333333333,0,0,12,1,0,1,1,6540,0.0,0,3270.0,1,0,0,1
21,21,0,21.0,0,3005.0,3696.0,0.1023102310231023,0.2533920058672534,2726.0,389.4285714285714,0.1510667775006927,2.0,1.0,2.5,0.8333333333333334,1,8.5,1,1,1,1,1,449,0,3,12.0,4.0,1,1,13,1,0,1,1,21808,0.0,0,6815.0,1,0,0,0
68,9,1,0.0,0,1999.0,1999.0,0.4749262536873156,0.0,1.4744525547445255,193.57142857142856,0.1340654991589987,3.0,0.0,3.0,0.6,1,9.0,0,0,0,1,1,140,0,2,9.0,3.0,0,0,12,0,0,1,1,6775,0.0,0,4065.0,1,0,0,0
84,59,1,69.0,0,1144.0,1344.0,0.9982547993019196,0.3490401396160558,572.0,114.4,0.0560729340260758,1.0,0.0,1.0,0.3333333333333333,0,5.0,0,0,1,1,1,72,0,1,9.0,3.0,0,0,10,1,0,1,0,2288,0.0,0,572.0,1,0,0,1
0,0,0,0.0,1,2184.0,2584.0,0.4996568291008922,0.2745367192862045,0.9986282578875172,182.0,0.1887477313974591,2.0,1.0,2.5,0.625,1,9.5,0,0,1,1,1,124,0,1,12.0,4.0,1,0,12,1,1,0,1,10192,0.0,7,3640.0,0,1,0,1
39,39,0,39.0,0,3064.0,3640.0,0.4505442498816848,0.2725982016090866,1.069539666993144,211.2,0.1906825568797399,2.0,1.0,2.5,0.5,1,11.5,0,1,1,1,1,280,0,2,8.0,2.6666666666666665,0,0,11,1,1,0,1,12672,0.0,0,5280.0,1,0,0,1
42,12,1,42.0,0,3572.0,4087.0,0.3528966300643695,0.1950018932222643,0.9277372262773724,293.3333333333333,0.2538217479088549,2.0,1.0,2.5,0.4166666666666667,1,10.5,0,1,1,1,1,288,0,2,10.0,3.333333333333333,0,0,13,1,1,0,1,15840,0.0,0,6600.0,1,0,0,1
31,31,0,31.0,0,2110.0,2550.0,0.9990530303030304,0.4166666666666667,1055.0,211.0,0.41699604743083,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,0,1,1,1,38,0,1,10.0,3.333333333333333,1,0,13,0,0,1,1,7385,0.0,0,2110.0,1,0,0,0
55,55,0,55.0,0,1896.0,2306.0,0.9989462592202318,0.4320337197049526,948.0,158.0,0.0865674367637658,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,48,0,1,9.0,3.0,0,0,12,1,0,1,1,5688,0.0,0,948.0,1,0,0,0
84,5,1,84.0,0,1898.0,2268.0,0.9989473684210526,0.3894736842105263,949.0,158.16666666666666,0.1581403099483419,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,1,1,1,1,48,0,2,9.0,3.0,0,0,12,1,0,1,0,4745,0.0,0,949.0,1,0,0,1
20,19,1,20.0,0,2970.0,3570.0,0.9675496688741722,0.3973509933774834,1509.0,251.5,0.1479266738555043,3.0,0.0,3.0,0.75,1,8.0,0,1,1,1,1,224,0,3,12.0,4.0,0,0,11,1,0,0,1,9054,6.0,0,4527.0,0,0,1,0
52,52,0,52.0,0,2064.0,2350.0,0.829052258635961,0.2533215234720992,1128.0,188.0,0.1253194089545606,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,1,0,1,1,5640,0.0,0,1128.0,0,0,0,1
1,0,1,0.0,1,4014.0,4860.0,0.7209601371624518,0.36262323189027,2.9475465313028764,233.2,0.1869338677354709,3.0,1.0,3.5,0.875,1,12.5,0,1,1,1,1,330,1,4,15.0,5.0,1,1,15,1,1,0,1,23320,10.0,10,8162.0,0,1,0,0
85,3,1,85.0,0,1560.0,1800.0,0.9684741488020177,0.3026481715006305,792.0,132.0,0.0877756843621855,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,436,0,1,11.0,3.6666666666666665,0,0,13,1,0,1,1,3960,0.0,0,792.0,1,0,0,1
40,40,0,40.0,0,3792.0,4699.0,0.4903732809430255,0.356385068762279,0.9622205088666153,195.69230769230768,0.2630272952853598,2.0,2.0,3.0,0.4285714285714285,1,15.0,0,0,1,1,0,0,1,1,9.0,3.0,0,0,11,0,1,0,1,15264,0.0,0,7632.0,1,0,0,0
59,59,0,59.0,0,1912.0,2264.0,0.5888704318936877,0.292358803986711,4.351111111111111,200.5,0.1714652223489167,2.0,0.0,2.0,0.5,1,7.0,0,1,1,1,1,248,0,2,10.0,3.333333333333333,0,0,9,1,0,1,1,6015,0.0,0,2406.0,1,0,0,1
2,1,1,2.0,0,2724.0,3184.0,0.9992663242846662,0.3374908290535583,1362.0,194.57142857142856,0.1797307996832937,2.0,0.0,2.0,0.6666666666666666,1,8.0,0,1,1,1,1,220,0,2,12.0,4.0,0,0,11,0,0,1,1,8172,6.0,0,2724.0,1,0,0,1
37,37,0,37.0,0,1932.0,2372.0,0.4834996162701458,0.3376822716807368,0.9361069836552748,186.0,0.645513138324244,2.0,1.0,2.5,0.625,1,8.5,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,0,1,0,0,6510,0.0,0,3255.0,1,0,0,0
30,30,0,30.0,0,1945.0,2473.0,0.5132192846034215,0.4105754276827372,1285.0,160.625,0.1567455476945596,1.0,1.0,1.5,0.375,0,8.5,0,1,1,1,1,138,0,2,9.0,3.0,0,0,11,1,0,1,1,7710,0.0,0,1927.5,1,0,0,0
2,2,0,2.0,0,2789.0,3187.0,0.9717314487632508,0.2812720848056537,1414.0,202.0,0.4601366742596811,2.0,0.0,2.0,0.6666666666666666,1,8.0,0,1,1,1,1,164,0,2,12.0,4.0,1,0,12,0,0,1,0,9898,0.0,0,2828.0,1,0,0,1
40,9,1,40.0,0,2592.0,3096.0,0.8455516014234875,0.3587188612099644,1404.0,175.5,0.1049013747758517,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,16,0,2,9.0,3.0,0,0,10,1,0,1,1,7020,0.0,0,2808.0,1,0,0,0
72,9,1,10.0,0,1874.0,2498.0,0.5930331350892099,0.530161427357689,2.010230179028133,235.2,0.1959673387768705,1.0,0.0,1.0,0.3333333333333333,0,5.0,0,0,1,1,1,210,0,1,10.0,3.333333333333333,0,0,15,1,0,1,0,7056,0.0,0,1176.0,1,0,0,1
53,53,0,53.0,0,2614.0,2946.0,0.6072526121696373,0.2040565457897971,1.546165884194053,232.28571428571428,0.154665652049843,1.0,1.0,1.5,0.375,0,7.5,0,0,1,1,1,366,0,1,10.0,3.333333333333333,0,0,12,1,0,1,1,9756,0.0,0,2439.0,1,0,0,1
62,59,1,0.0,0,660.0,660.0,0.0,0.0,660.0,110.0,0.0733251860904344,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,0,0,1,100,0,1,5.0,1.6666666666666667,0,0,4,1,0,1,1,1320,0.0,0,660.0,1,0,0,1
98,1,1,0.0,0,2340.0,2340.0,0.4996796925048046,0.0,0.998719590268886,195.0,0.1209208588481513,1.0,1.0,1.5,0.375,0,8.5,0,0,0,1,1,512,0,1,11.0,3.6666666666666665,0,0,14,1,1,0,0,9360,0.0,0,2340.0,1,0,0,1
48,26,1,48.0,0,2008.0,2272.0,0.754585152838428,0.2305676855895196,1144.0,163.42857142857142,0.1143885611438856,2.0,0.0,2.0,0.5,1,8.0,0,1,1,1,1,165,0,2,9.0,3.0,0,0,11,1,0,1,1,5720,0.0,0,2288.0,1,0,0,0
63,59,1,63.0,0,2386.0,2626.0,0.4554878048780488,0.1463414634146341,1.192513368983957,234.14285714285717,0.1752753716180087,1.0,1.0,1.5,0.375,0,7.5,0,1,1,1,1,50,0,2,10.0,3.333333333333333,0,0,13,1,1,0,1,9834,0.0,0,2458.5,1,0,0,1
9,9,0,9.0,0,2313.0,2726.0,0.5304232804232805,0.2731481481481481,1.1295774647887324,167.88888888888889,0.1348144182726623,3.0,1.0,3.5,0.875,1,11.5,0,1,1,1,1,170,0,3,10.0,3.333333333333333,0,0,11,1,1,0,1,9066,0.0,0,5288.5,1,0,0,1
23,23,0,23.0,0,2927.0,3442.0,0.6061437191442677,0.2825013713658804,1.5389972144846795,227.75,0.0761673843066761,2.0,0.0,2.0,0.4,1,9.0,1,1,1,1,1,1207,0,3,10.0,3.333333333333333,0,0,11,1,0,1,1,10932,0.0,0,3644.0,1,0,0,0
84,2,1,31.0,0,2500.0,3172.0,0.6145900581020013,0.433828276307295,1.59463986599665,258.0,0.2130763936682725,2.0,1.0,2.5,0.625,1,7.5,0,0,1,1,1,218,0,1,12.0,4.0,1,0,14,1,0,1,1,10836,0.0,0,3870.0,1,0,0,0
21,21,0,21.0,0,3484.0,4048.0,0.9994262765347104,0.3235800344234079,1742.0,290.3333333333333,0.265386959171237,3.0,0.0,3.0,1.0,1,8.0,0,1,1,1,1,376,0,3,12.0,4.0,1,1,13,1,0,1,1,13936,8.0,0,5226.0,1,0,0,0
81,3,1,81.0,0,2765.0,2981.0,0.7105751391465677,0.1335807050092764,2.4551282051282053,269.3333333333333,0.299203851138678,2.0,0.0,2.0,0.5,1,7.0,0,0,1,1,1,183,0,1,10.0,3.333333333333333,0,0,13,1,0,1,0,9696,0.0,0,3232.0,1,0,0,0
50,50,0,50.0,0,1711.0,1999.0,0.4459459459459459,0.2432432432432432,1183.0,169.0,0.147856517935258,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,0,0,0,0,10.0,3.333333333333333,0,0,10,1,0,0,1,5915,0.0,0,2366.0,1,0,0,1
0,0,0,0.0,1,4152.0,5002.0,0.9995185363505056,0.4092441020702937,2076.0,259.5,0.1494385257702274,3.0,1.0,3.5,1.1666666666666667,1,10.5,0,1,1,1,1,445,1,4,15.0,5.0,1,1,15,1,0,1,1,20760,10.0,10,7266.0,0,1,0,0
13,12,1,13.0,0,2198.0,2618.0,0.4640479360852197,0.2796271637816245,0.8658385093167702,214.42857142857144,0.1952901379130887,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,1,253,0,2,11.0,3.6666666666666665,0,0,11,1,1,0,1,9006,0.0,0,3752.5,1,0,0,1
97,59,1,0.0,0,2984.0,2984.0,0.3385650224215246,0.0,0.9989247311827956,247.66666666666663,0.403731208114472,1.0,0.0,1.0,0.1666666666666666,0,9.0,0,0,0,1,1,228,0,1,9.0,3.0,0,0,12,1,1,0,0,13374,0.0,0,2229.0,0,0,1,1
106,1,1,106.0,0,2730.0,3354.0,0.3553349875930521,0.3096774193548387,0.9990079365079364,223.77777777777777,0.2043218017652429,2.0,0.0,2.0,0.3333333333333333,1,10.0,0,0,1,1,1,239,0,1,9.0,3.0,0,0,13,1,1,0,0,10070,0.0,0,4028.0,1,0,0,1
32,22,1,32.0,0,3615.0,4115.0,0.7434908389585342,0.2410800385728061,2073.0,259.125,0.1573315118397085,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,349,0,3,10.0,3.333333333333333,0,0,12,1,0,1,1,12438,0.0,0,6219.0,1,0,0,0
1,0,1,0.0,1,2716.0,3200.0,0.9992641648270788,0.3561442236938926,1358.0,194.0,0.2131198995605775,3.0,0.0,3.0,1.0,1,9.0,0,1,1,1,1,227,0,3,12.0,4.0,1,0,12,0,0,1,1,9506,7.0,7,4074.0,0,1,0,1
30,30,0,30.0,0,2004.0,2580.0,0.9851485148514852,0.5702970297029702,1009.0,144.14285714285714,0.1037959057710112,2.0,0.0,2.0,0.5,1,8.0,0,1,1,1,0,0,0,1,9.0,3.0,0,0,12,1,0,0,1,5045,0.0,0,2018.0,1,0,0,1
39,39,0,39.0,0,2634.0,3146.0,0.8060315284441398,0.3509252912954078,1458.0,182.25,0.1528942953020134,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,284,0,2,9.0,3.0,0,0,10,1,0,1,1,7290,0.0,0,3645.0,1,0,0,1
53,2,1,53.0,0,2112.0,2372.0,0.999053926206244,0.2459791863765373,1056.0,150.85714285714286,0.1141498216409036,1.0,1.0,1.5,0.375,0,7.5,0,0,1,1,1,390,0,1,9.0,3.0,0,0,12,1,0,1,1,5280,0.0,0,1584.0,1,0,0,1
56,56,0,56.0,0,3106.0,3601.0,1.1064406779661018,0.335593220338983,1474.0,184.25,0.0472118125620575,1.0,0.0,1.0,0.25,0,8.0,0,1,1,1,1,144,0,2,9.0,3.0,0,0,8,1,0,1,1,8844,0.0,0,1474.0,1,0,0,1
77,4,1,77.0,0,2685.0,2916.0,0.5296127562642369,0.1315489749430524,2.338403041825095,219.375,0.2246831391627192,2.0,0.0,2.0,0.4,1,9.0,0,1,1,1,1,40,0,2,10.0,3.333333333333333,0,0,10,1,0,1,1,7020,0.0,0,3510.0,1,0,0,0
87,12,1,87.0,0,1525.0,1741.0,0.7621247113163973,0.2494226327944572,5.873015873015873,173.0,0.0861296425370905,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,1,1,1,1,84,0,2,9.0,3.0,0,0,14,1,0,1,1,5190,0.0,0,1730.0,1,0,0,0
81,57,1,42.0,0,2066.0,2642.0,0.5694760820045558,0.4373576309794988,2.689075630252101,164.5,0.1539001286399251,1.0,0.0,1.0,0.2,0,8.0,0,0,1,1,0,0,0,0,8.0,2.6666666666666665,0,0,10,1,0,1,1,6580,0.0,0,1316.0,0,0,0,0
112,1,1,0.0,0,2948.0,2948.0,0.4804216867469879,0.0,1.0793319415448852,199.1,0.2413040843534117,2.0,0.0,2.0,0.4,1,11.0,0,0,0,1,1,133,0,1,9.0,3.0,0,0,11,0,1,0,0,9955,0.0,0,3982.0,1,0,0,1
37,37,0,37.0,0,3688.0,4228.0,0.9994579945799458,0.2926829268292683,1844.0,230.5,0.1125625686729337,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,289,0,3,11.0,3.6666666666666665,0,0,11,1,0,1,1,11064,0.0,0,5532.0,1,0,0,0
3,3,0,3.0,0,2854.0,3346.0,0.9923237962316818,0.3433356594556874,1432.0,179.0,0.1566739606126914,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,347,0,2,13.0,4.333333333333333,1,1,13,1,0,1,1,11456,8.0,0,2864.0,1,0,0,0
24,24,0,24.0,0,2164.0,2648.0,1.0027752081406105,0.4477335800185014,1080.0,180.0,0.1175446234218546,1.0,1.0,1.5,0.375,0,6.5,0,0,1,1,1,278,0,1,9.0,3.0,0,0,11,1,0,1,1,6480,0.0,0,1620.0,1,0,0,1
5,4,1,5.0,0,2402.0,2799.0,0.4502112251056125,0.2395896197948099,0.8472686733556298,207.0,0.2388920946335833,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,306,0,2,12.0,4.0,1,0,12,1,1,0,1,11592,0.0,0,4140.0,1,0,0,1
6,6,0,6.0,0,3052.0,3584.0,0.9876302083333334,0.3463541666666667,1535.0,191.875,0.1509044435705859,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,0,0,0,0,12.0,4.0,1,0,12,1,0,1,1,10745,7.0,0,3070.0,1,0,0,0
68,59,1,68.0,0,1807.0,2007.0,0.5971731448763251,0.1766784452296819,1.4824561403508771,188.5,0.1976927110644992,1.0,1.0,1.5,0.375,0,6.5,0,0,1,1,1,26,0,1,9.0,3.0,0,0,11,1,0,1,0,5655,0.0,0,1696.5,0,0,1,0
1,0,1,0.0,1,2735.0,3323.0,0.9927166788055352,0.4282592862345229,1372.0,196.0,0.1587779192223122,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,305,0,1,12.0,4.0,1,1,13,1,0,1,0,10976,8.0,8,2744.0,0,1,0,1
2,1,1,2.0,0,3683.0,4455.0,0.9902755267423016,0.4170718530524041,1850.0,205.55555555555557,0.1153798178869901,3.0,0.0,3.0,0.75,1,11.0,0,1,1,1,1,631,1,4,13.0,4.333333333333333,1,1,14,1,0,1,1,16650,9.0,0,5550.0,1,0,0,0
47,47,0,47.0,0,2288.0,2744.0,0.9991266375545852,0.3982532751091703,1144.0,163.42857142857142,0.1452513966480447,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,1,0,1,1,5720,0.0,0,2288.0,1,0,0,0
1,1,0,1.0,1,3392.0,4364.0,0.9994107248084856,0.572775486152033,1696.0,212.0,0.1514962036623492,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,1,176,1,2,12.0,4.0,1,1,13,1,0,1,1,13568,8.0,8,3392.0,1,0,0,0
30,30,0,30.0,0,2228.0,2948.0,0.0,0.323014804845222,0.9991031390134528,247.55555555555557,0.3174241344920929,2.0,0.0,2.0,0.2857142857142857,1,10.0,0,0,1,0,1,73,0,1,6.0,2.0,0,0,10,0,1,0,1,11140,0.0,0,4456.0,0,0,0,1
12,12,0,12.0,0,2692.0,3162.0,0.5257790368271955,0.2662889518413597,1.108721624850657,220.5,0.1143449795812536,3.0,1.0,3.5,0.875,1,10.5,0,0,1,1,1,375,0,2,11.0,3.6666666666666665,0,0,11,1,1,0,1,10584,0.0,0,6174.0,1,0,0,0
38,2,1,38.0,0,1952.0,2456.0,0.9989764585465712,0.5158648925281474,976.0,195.2,0.1042623651319303,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,1,1,1,1,94,0,2,10.0,3.333333333333333,0,0,13,1,0,1,1,5856,0.0,0,1952.0,0,0,1,0
7,6,1,7.0,0,3186.0,3868.0,0.9993726474278544,0.4278544542032622,1593.0,265.5,0.3235174654752234,2.0,1.0,2.5,2.5,1,7.5,0,1,1,1,1,344,0,2,14.0,4.666666666666667,1,1,13,0,0,1,1,12744,8.0,0,3982.5,1,0,0,0
2,2,0,2.0,0,2580.0,3145.0,0.4997094712376525,0.3282975014526438,0.9988385598141696,215.0,0.1476901940580456,2.0,1.0,2.5,0.625,1,9.5,0,0,1,1,1,70,0,1,12.0,4.0,1,0,12,1,1,0,1,12040,0.0,0,4300.0,1,0,0,0
0,0,0,0.0,1,3388.0,4206.0,0.9994100294985252,0.4825958702064897,1694.0,211.75,0.140802925775081,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,1,396,1,2,14.0,4.666666666666667,1,1,13,1,0,1,1,13552,8.0,8,3388.0,0,1,0,0
36,36,0,36.0,0,3392.0,4017.0,0.9994107248084856,0.3682969946965232,1696.0,212.0,0.0819561225475983,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,146,0,2,10.0,3.333333333333333,1,0,12,1,0,1,1,11872,0.0,0,3392.0,1,0,0,0
33,33,0,0.0,0,1728.0,1728.0,0.998843930635838,0.0,864.0,172.8,0.0923965351299326,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,0,0,1,0,0,0,0,10.0,3.333333333333333,0,0,10,0,0,0,1,4320,0.0,0,1728.0,1,0,0,0
